w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
424,283,5,bếp,"cúi, đội",kitchen,"bow, team"
425,284,2,háo hức,"trưởng thành, sở thích",eager,"mature, interest"
426,284,7,trò chơi,"máy móc, đấu giá",game,"machines, auction"
427,285,8,magellan,"magdalena, petersburg",Magellan,"magdalena, petersburg"
428,285,4,đi,"mọi, mất",Go,"all, lost"
429,286,6,cà phê,"chuối, gia vị",coffee,"banana, spice"
430,287,9,giấy,"chất lỏng, mặt nạ",paper,"liquid, mask"
431,287,8,tờ,"bất động, chữ",sheet,"motionless, letter"
432,288,7,sai,"nhà máy, thua",wrong,"factory, lose"
433,290,2,siêu,"sinh, bên",super,"born, beside"
434,290,3,đói,"thất bại, nghèo",hungry,"failure, poor"
435,291,2,đỏ,"điện thoại, thường dân",red,"phone, civilian"
436,291,12,đá,"tỷ, bát",stone,"dollar, bowl"
437,292,6,cớ,"tệ, lường",excuse,"bad, measure"
438,293,4,camera,"tài xế, nhân viên",camera,"driver, staff"
439,293,1,đừng,"ai, thế kỷ",do not,"who, century"
440,294,9,tranh cãi,"nỗ lực, giải cứu",argumentative,"effort, rescue"
441,294,2,đứng,"khích lệ, sản xuất",stand,"encourage, manufacture"
442,295,7,cửa,"khẩu, cơm",door,"speech, rice"
443,295,5,tiếng,"điều, fax",language,"thing, fax"
444,297,2,lắng nghe,"thu thập, trái tim",listen,"collect, heart"
445,298,2,ăn mặc,"cư xử, tham quan",dress,"act, sightseeing"
446,298,4,con gái,"con gái, chú",Daughter,"daughter, uncle"
447,299,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
448,299,3,mua,"trồng, nắng",buy,"plant, sunny"
449,300,5,bận,"xử, trách",busy,"trial, blame"
450,300,2,đoán,"trưa, cừu",guess,"lunch, sheep"
451,301,1,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
452,301,5,đi lại,"đông đúc, không khí",travel,"crowded, air"
453,302,6,chăm chỉ,"nhỏ bé, cách ly",hard-working,"tiny, isolation"
454,302,5,làm việc,"trực tiếp, đầu",work,"direct, head"
455,303,7,chuyến,"vô địch, thua",trip,"champion, lose"
456,303,8,đi,"mọi, mất",Go,"all, lost"
457,304,1,vui lòng,"cân nhắc, sang",please,"weigh, luxurious"
458,305,11,mẫu đơn,"bưu thiếp, chữ viết",form,"postcard, writing"
459,305,4,toàn bộ,"bất kể, mới",all,"regardless, new"
460,306,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
461,306,8,jackson,"gogh, johnson",Jackson,"gogh, johnson"
462,307,5,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
463,308,3,mát,"nhiệt đới, cai",cool,"tropical, quit"
464,308,2,trời,"hè, nắng",God,"summer, sunny"
465,310,3,bất tỉnh,"lái xe, nóng nảy",unconscious,"drive, impatient"
466,311,2,vội vã,"vô lý, thất bại",hurried,"unreasonable, failure"
467,311,7,tàu,"trạm, quốc hội",ship,"station, national assembly"
468,312,4,kiểu,"cà ri, sống",type,"curry, living"
469,312,9,giúp đỡ,"vận chuyển, nhỏ bé",help,"transport, tiny"
470,313,6,cũ,"tiếp diễn, nóng",old,"continue, hot"
471,313,12,ly hôn,"ly dị, bất lợi",divorce,"divorce, adverse"
472,314,9,ổn,"chắc chắn, nên",fine,"sure, should"
473,314,6,hôm nay,"sợ hãi, mùa",Today,"scared, season"
474,316,5,video,"thu thập, thanh toán",video,"collect, pay"
475,317,3,đốt,"tủ, vật liệu",burn,"cabinet, material"
476,319,1,phụ nữ,"sập, thừa",women,"collapse, excess"
477,319,5,duy trì,"hiệu quả, gắn bó",maintain,"effective, stick"
478,320,2,điên,"du, vương quốc",crazy,"travel, realm"
479,321,3,đói,"thất bại, nghèo",hungry,"failure, poor"
480,322,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
481,322,3,bắt,"lau, mắng",catch,"wipe, scold"
482,323,5,gia súc,"vật nuôi, ngựa",cattle,"livestock, horse"
483,323,3,mười,"tám, mươi",ten,"eight, fifty"
484,324,6,câu,"gương, chứng",sentence,"mirror, proof"
485,324,4,xúc phạm,"làm nhục, hoàng hôn",offense,"humiliate, sunset"
486,325,10,thuốc,"vật liệu, golf",medicine,"material, golf"
487,325,9,hút,"đọc, trách",suck,"read, blame"
488,326,8,vụ,"mắc, bộ",service,"infected, set"
489,326,9,bê bối,"kết thúc, trăng",scandal,"end, moon"
490,327,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
491,327,5,gọi,"chuyện, bị cáo",call,"story, accused"
492,328,1,dừng,"nghẹn, ghé",stop,"choked, visit"
493,328,6,tổn thương,"khác biệt, hẹn",damage,"distinctive, appointment"
494,329,8,tom,"hợp đồng, tháo",Tom,"contract, remove"
495,330,5,hai,"một số, mexico",two,"some, mexico"
496,331,7,hòa hợp,"hòa âm, hòa bình",harmonious,"harmonize, peace"
497,331,6,mary,"tony, mari",Mary,"tony, mari"
498,333,5,mèo,"hưu, nhiệt đới",cat,"retire, tropical"
499,333,9,tom,"hợp đồng, tháo",Tom,"contract, remove"
500,334,6,chính đáng,"cấp bách, giả định",justifiable,"urgent, assumption"
501,334,3,miền,"thời, tạm",domain,"time, temporary"
502,335,4,đô la,"kênh, ngành",dollar,"channel, branch"
503,335,3,nghìn,"phần trăm, đó",thousand,"percent, there"
504,336,4,xảy,"ngay, mất",occur,"right, lost"
505,337,8,tối,"tối cao, sẽ",dark,"supreme, will"
506,337,5,tiệc,"quyển, võng",party,"book, hammock"
507,338,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
508,339,7,cạnh,"cho, trừ",edge,"give, apart from"
509,339,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
510,340,7,tiến bộ,"khập khiễng, hạnh phúc",progress,"lame, happy"
511,341,8,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
512,342,2,gọi,"chuyện, bị cáo",call,"story, accused"
513,342,1,vui lòng,"cân nhắc, sang",please,"weigh, luxurious"
514,343,9,rủi ro,"lo ngại, yêu",risk,"fear, love"
515,343,8,chấp nhận,"dường như, nghiêm trọng",accept,"seemingly, serious"
516,344,16,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
517,344,19,kế hoạch,"bất tỉnh, mẹ",plan,"unconscious, mom"
518,345,1,bố,"cha, vợ",dad,"father, wife"
519,345,3,bận rộn,"hạnh phúc, cố gắng",busy,"happy, try"
520,346,9,cô đơn,"lặng lẽ, một mình",lonely,"quiet, alone"
521,346,5,boston,"bầu dục, chicago",Boston,"oval, chicago"
522,347,2,đừng,"ai, thế kỷ",do not,"who, century"
523,347,3,lãng phí,"bạo lực, khí hậu",waste,"violent, climate"
524,348,1,bảo,"thổi, cái",tell,"blow, female"
525,348,4,chậm,"khéo léo, xử",slow,"ingenious, trial"
526,349,4,dừng,"nghẹn, ghé",stop,"choked, visit"
527,349,12,xe,"dự án, chuồng",car,"project, cage"
528,352,5,bia,"thèm, thả",beer,"crave, drop"
529,352,7,đi,"mọi, mất",Go,"all, lost"
530,353,3,hành lý,"thức ăn, xét nghiệm",luggage,"food, test"
531,355,6,mây,"áo, rừng",cloud,"shirt, forest"
532,355,8,lớp,"máy bay, tham dự",class,"plane, attend"
533,356,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
534,356,7,say,"vội, không chiến thắng",drunk,"hurry, no victory"
535,357,2,tỉnh,"chạy, khủng hoảng",conscious,"run, crisis"
536,357,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
537,358,4,cầu,"chiến, bão",bridge,"battle, storm"
538,358,7,thế giới,"quỹ, lá lách",world,"fund, pancreas"
539,359,8,mary,"tony, mari",Mary,"tony, mari"
540,359,6,bí mật,"khám phá, điện tử",secret,"discover, electronic"
541,360,6,nhật,"quỹ, kì",Japan,"fund, period"
542,360,10,đại học,"trụ sở, tàu",university,"headquarters, ship"
543,361,4,tưởng tượng,"khác thường, hình phạt",imagine,"extraordinary, penalty"
544,361,8,nước ngoài,"quê, thủ đô",foreign,"countryside, capital"
545,362,6,mua,"trồng, nắng",buy,"plant, sunny"
546,362,5,thúc đẩy,"khuyến khích, ấn tượng",promote,"encourage, impression"
547,363,11,nepal,"minogue, bugle",Nepal,"minogue, bogo"
548,363,9,trekking,"mike, tour",trekking,"mike, tour"
549,365,2,chụp,"điều khiển, điện thoại",capture,"control, phone"
550,365,3,ảnh,"biểu hiện, kinh khủng",image,"expression, terrible"
551,366,5,ví,"nhà ga, nhậm chức",wallet,"station, inauguration"
552,366,4,nhầm,"đồn, kênh",wrong,"gossip, channel"
553,367,5,trúng,"bầu, hài",hit,"elected, comedy"
554,367,4,bóng,"cầu thủ, sân",ball,"player, yard"
555,368,7,phim,"trượt, phần mềm",movie,"slip, software"
556,368,2,ghét,"khảo sát, rồng",hate,"survey, dragon"
557,369,4,tối,"tối cao, sẽ",dark,"supreme, will"
558,371,5,đợi,"quyết tâm, nặng nề",wait,"determination, heavy"
559,372,4,làm việc,"trực tiếp, đầu",work,"direct, head"
560,373,9,mưa,"hè, trường",rain,"summer, school"
561,373,5,tiền,"sân bay, đâu",money,"airport, where"
562,374,7,thanh niên,"nhắc nhở, điều khiển",adolescent,"remind, control"
563,374,6,ký túc xá,"hộp thư, chu cấp",dormitory,"mailbox, supply"
564,375,3,văn phòng,"lỗ, trụ sở",office,"hole, headquarters"
565,376,3,tìm kiếm,"địa điểm, thu thập",search,"location, collect"
566,376,6,bé,"máu, sách",little,"blood, book"
567,377,4,boston,"bầu dục, chicago",Boston,"oval, chicago"
568,377,6,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
569,378,5,trường,"thuyền, vực",school,"boat, area"
570,379,3,bệnh viện,"bác sĩ, xe buýt",hospital,"doctor, bus"
571,380,4,khách hàng,"vội vàng, hành khách",client,"rush, passenger"
572,381,5,khách hàng,"vội vàng, hành khách",client,"rush, passenger"
573,381,6,cũ,"tiếp diễn, nóng",old,"continue, hot"
574,382,10,hôm nay,"sợ hãi, mùa",Today,"scared, season"
575,382,8,xảy,"ngay, mất",occur,"right, lost"
576,383,4,meg,"lug, chug",MEG,"lug, chug"
577,383,6,hành động,"đồng, nguy cơ",act,"copper, risk"
578,386,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
579,386,3,nhập,"karaoke, chế tạo",enter,"karaoke, manufacturing"
580,387,5,yên,"giúp, hôn",saddle,"help, kiss"
581,387,3,đổi,"chồng, phim",change,"husband, movie"
582,388,4,lối,"ghế, giọng",way,"chair, tone"
583,388,1,đi,"mọi, mất",Go,"all, lost"
584,389,6,học tập,"lạc quan, danh tiếng",study,"optimistic, reputation"
585,389,4,chuyến,"vô địch, thua",trip,"champion, lose"
586,390,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
587,390,7,trốn,"khốn khổ, lặng lẽ",hide,"miserable, quiet"
588,391,1,cứu mạng,"xuất viện, ngừng",lives,"discharge, stop"
589,392,6,phiền,"nhút nhát, thì thầm",mind,"timid, whisper"
590,392,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
591,393,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
592,393,2,ổn định,"nghĩ, mừng",stable,"think, glad"
593,394,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
594,395,5,uống,"mặt, ăn",drink,"face, eat"
595,395,6,bia,"thèm, thả",beer,"crave, drop"
596,396,3,bỏ qua,"đen, yêu cầu",skip,"black, request"
597,396,6,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
598,398,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
599,399,4,rock,"violin, manila",Rock,"violin, manila"
600,399,2,hòa,"ôn hòa, hỏa",mix,"mild, fire"
601,400,5,trưa,"hỏi thăm, yên ổn",lunch,"ask about, peaceful"
602,400,7,nhà hàng,"ký tên, ann",restaurant,"sign, ann"
603,402,3,tuyệt,"kỹ, km",great,"skill, km"
604,403,10,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
605,403,8,đi,"mọi, mất",Go,"all, lost"
606,404,8,boston,"bầu dục, chicago",Boston,"oval, chicago"
607,404,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
608,407,4,quyền,"tương lai, điểm",right,"future, point"
609,407,5,tự quyết định,"mời, quốc hội",self -decision,"invite, national assembly"
610,408,3,ngăn,"khách hàng, dài",compartment,"client, long"
611,409,5,bếp,"cúi, đội",kitchen,"bow, team"
612,409,2,đốt,"tủ, vật liệu",burn,"cabinet, material"
613,410,6,tiền,"sân bay, đâu",money,"airport, where"
614,411,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
615,411,13,hôm nay,"sợ hãi, mùa",Today,"scared, season"
616,413,2,tàu điện ngầm,"thư, xe buýt",subway,"letters, bus"
617,413,1,đi,"mọi, mất",Go,"all, lost"
618,415,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
619,415,2,hai,"một số, mexico",two,"some, mexico"
620,416,2,trời,"hè, nắng",God,"summer, sunny"
621,416,4,lạnh,"vô địch, nhà máy",cold,"champion, factory"
622,417,7,thất vọng,"mong đợi, hối hận",disappointed,"expectation, regret"
623,418,9,mẹ,"chồng, vợ",Mom,"husband, wife"
624,418,5,sách,"golf, đèn",book,"golf, lamp"
625,419,3,rắc rối,"lưu ý, bê bối",trouble,"note, scandal"
626,420,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
627,420,5,khẩn cấp,"hình phạt, bản năng",urgent,"penalty, instinct"
628,421,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
629,421,5,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
630,422,2,đi,"mọi, mất",Go,"all, lost"
631,423,4,tác phẩm,"khách sạn, trọng tài",work,"hotel, referee"
632,423,2,bắt chước,"khẩu hiệu, định nghĩa",mimic,"slogan, define"
633,424,4,ủng hộ,"việc làm, tăng giá",donate,"job, rise"
634,425,3,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
635,426,2,sống,"đời, tiện lợi",living,"lifetime, convenient"
636,426,8,thị trấn,"em trai, tính cách",town,"younger brother, character"
637,427,8,đọc,"đóng, cắt",read,"close, cut"
638,427,2,sinh viên,"công nhân, nông dân",student,"worker, farmer"
639,428,1,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
640,428,3,đi,"mọi, mất",Go,"all, lost"
641,429,4,đồ,"lều, đội",thing,"tent, team"
642,429,5,uống,"mặt, ăn",drink,"face, eat"
643,430,8,mary,"tony, mari",Mary,"tony, mari"
644,430,1,rót,"lần, coi",pour,"time, watch"
645,431,6,theo dõi,"chất lỏng, mặt nạ",monitor,"liquid, mask"
646,431,3,người ngoài,"người làm, cửa nhà",outsider,"maker, door"
647,432,5,từ bỏ,"chẳng, một cách",give up,"not, one -way"
648,434,3,chậm,"khéo léo, xử",slow,"ingenious, trial"
649,434,1,làm ơn,"nghĩa vụ, phản bội",Please,"obligation, betray"
650,435,3,chăm sóc,"đào tạo, điều trị",take care of,"train, treatment"
651,436,5,tiếng,"điều, fax",language,"thing, fax"
652,436,6,chó,"chim, gậy",dog,"bird, stick"
653,437,1,cửa hàng,"sân bay, mic",shop,"airport, mic"
654,438,5,sếp,"cậu, bác sĩ",boss,"uncle, doctor"
655,438,3,thân,"nỗ lực, tranh cãi",close,"effort, argumentative"
656,439,4,giúp,"làm, bị",help,"do, bag"
657,439,7,bài tập,"quy mô, nghiện",exercise,"scale, addiction"
658,440,6,tuần,"bận tâm, thống nhất",week,"bother, unified"
659,440,3,ca,"chén, cung cấp",shift,"bowl, provide"
660,442,1,bố,"cha, vợ",dad,"father, wife"
661,443,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
662,444,5,nhiệm vụ,"cố, đình trệ",mission,"try, stagnant"
663,445,7,thu,"diều, du lịch",collect,"kite, tourism"
664,445,8,tiền,"sân bay, đâu",money,"airport, where"
665,446,7,amazon,"warcraft, skype",Amazon,"warcraft, skype"
666,446,5,tiêu dùng,"giao thông, quan tâm",consumption,"traffic, care about"
667,447,9,xinh đẹp,"ấm áp, bỏ cuộc",beautiful,"warm, give up"
668,447,8,trở nên,"ngày nay, nhu cầu",become,"nowadays, demand"
669,448,2,mary,"tony, mari",Mary,"tony, mari"
670,448,4,an toàn,"tham gia, nhiệt độ",safe,"join, temperature"
671,449,1,đọc,"đóng, cắt",read,"close, cut"
672,449,2,nhãn,"tem, vải",label,"stamp, fabric"
673,450,2,giết,"bạo lực, chôn",kill,"violent, bury"
674,450,6,tai nạn,"giấy phép, trẻ em",accident,"license, children"
675,451,6,gõ cửa,"chớp mắt, nhắm mắt",knock,"blink, closed eyes"
676,451,5,tiếng,"điều, fax",language,"thing, fax"
677,452,3,mua,"trồng, nắng",buy,"plant, sunny"
678,452,4,giày,"dầu, gỗ",shoe,"oil, wood"
679,453,4,quản lý,"để mắt, chứng",manage,"eye, proof"
680,453,1,gọi,"chuyện, bị cáo",call,"story, accused"
681,454,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
682,454,3,đi,"mọi, mất",Go,"all, lost"
683,455,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
684,455,4,giúp,"làm, bị",help,"do, bag"
685,456,2,mary,"tony, mari",Mary,"tony, mari"
686,456,3,đi,"mọi, mất",Go,"all, lost"
687,457,7,tối,"tối cao, sẽ",dark,"supreme, will"
688,457,5,nhảy,"tạm biệt, khỉ",dance,"goodbye, monkey"
689,458,5,câu,"gương, chứng",sentence,"mirror, proof"
690,458,2,mary,"tony, mari",Mary,"tony, mari"
691,459,3,mary,"tony, mari",Mary,"tony, mari"
692,460,6,hứa,"hẹn, kỷ niệm",promise,"appointment, celebrate"
693,460,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
694,461,7,khuyên,"trang web, lợi nhuận",advise,"website, profit"
695,461,3,giỏi,"nhất trí, lâu",good,"unanimous, long"
696,462,3,cầu nguyện,"ăn mừng, la hét",pray,"celebration, scream"
697,463,6,giáo viên,"nữ, sinh viên",teacher,"female, student"
698,463,8,ý tưởng,"bài học, cánh tay",idea,"lesson, arm"
699,464,3,phá,"lập, trụ sở",destroy,"establish, headquarters"
700,464,4,cửa sổ,"hàng rào, so sánh",window,"fence, compare"
701,465,2,két,"sắt, bọ",tip,"iron, bug"
702,466,2,mary,"tony, mari",Mary,"tony, mari"
703,466,6,bình tĩnh,"đơn giản, vội",calm,"simple, hurry"
704,467,4,boston,"bầu dục, chicago",Boston,"oval, chicago"
705,467,2,đi,"mọi, mất",Go,"all, lost"
706,468,4,đô la,"kênh, ngành",dollar,"channel, branch"
707,469,8,cẩn thận,"thú vị, anh chàng",careful,"interesting, guy"
708,469,5,đọc,"đóng, cắt",read,"close, cut"
709,470,7,hôm qua,"lặng lẽ, sáng",Yesterday,"quiet, bright"
710,470,4,chăm chỉ,"nhỏ bé, cách ly",hard-working,"tiny, isolation"
711,471,7,trôi chảy,"vội vàng, xét xử",fluent,"rush, trial"
712,471,5,tiếng,"điều, fax",language,"thing, fax"
713,473,5,tiếng,"điều, fax",language,"thing, fax"
714,473,4,nói chuyện,"vẽ, chợ",talk,"draw, market"
715,474,4,an toàn,"tham gia, nhiệt độ",safe,"join, temperature"
716,474,9,hồ,"công viên, hoa",lake,"park, flower"
717,475,7,lính,"trạm, lái",soldier,"station, driving"
718,478,8,mary,"tony, mari",Mary,"tony, mari"
719,478,2,tom,"hợp đồng, tháo",Tom,"contract, remove"
720,479,1,tập thể dục,"trị liệu, bỏ rơi",do exercise,"therapy, abandon"
721,479,7,mồ hôi,"sinh viên, đấm",sweat,"student, punch"
722,481,2,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
723,481,8,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
724,482,6,hôm nay,"sợ hãi, mùa",Today,"scared, season"
725,482,2,mary,"tony, mari",Mary,"tony, mari"
726,483,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
727,483,5,tối,"tối cao, sẽ",dark,"supreme, will"
728,484,4,ngủ,"hội nghị, ngồi",Sleep,"conference, sit"
729,484,2,mèo,"hưu, nhiệt đới",cat,"retire, tropical"
730,485,6,lớp,"máy bay, tham dự",class,"plane, attend"
