s_id,eng,viet,topic_name
297,"Listen to me, will you?","Hãy lắng nghe tôi , bạn nhé",Music
298,He dressed like a girl.,Anh ăn mặc như con gái .,Fashion & Style
299,I bought it from Tom,Tôi đã mua nó từ tom,Diaries & Daily Life
300,I guess I'm not that busy.,Tôi đoán tôi không bận,Diaries & Daily Life
301,Tom will probably never walk again,Tom có lẽ sẽ không bao giờ đi lại nữa,Sports
302,I'm a hard worker,Tôi là một người làm việc chăm chỉ,Diaries & Daily Life
303,When did you get back from your trip?,Khi nào bạn trở về từ chuyến đi của bạn,Travel & Adventure
304,Please come to meet me some time when it's convenient,Vui lòng đến gặp tôi một lúc nào đó,Diaries & Daily Life
305,I spent the entire morning filling out these forms.,Tôi đã dành toàn bộ buổi sáng để điền vào các mẫu đơn .,Diaries & Daily Life
306,Do either of you know a guy named Tom Jackson?,Bạn có biết một anh chàng tên tom jackson không ?,Sports
307,I'm going to America tomorrow,Tôi sẽ đến Mỹ vào ngày mai,Travel & Adventure
308,It's cool today.,Hôm nay trời mát,Diaries & Daily Life
309,It's not good to overeat,Ăn quá nhiều không tốt,Food & Dining
310,They're unconscious.,Họ đang bất tỉnh .,News & Social Concern
311,He hurried so he wouldn't miss the train.,Anh vội vã nên sẽ không lỡ tàu .,Diaries & Daily Life
312,Tom isn't the type of person who asks others for help.,Tom không phải là kiểu người nhờ người khác giúp đỡ .,Diaries & Daily Life
313,I talked to Tom's ex-wife about why they got divorced,Tôi đã nói chuyện với vợ cũ của tom về lý do họ ly hôn,Relationships
314,"He was ill, but today he's all right.","Anh ấy bị ốm , nhưng hôm nay anh ấy ổn .",Diaries & Daily Life
315,We're not yet sure what the problem is,Chúng tôi chưa chắc vấn đề là gì,News & Social Concern
316,I will make a video for you.,Tôi sẽ làm một video cho bạn,Film Tv & Video
317,Someone set fire to the house.,Có người đốt nhà .,News & Social Concern
318,We've got nothing.,Chúng tôi không có gì .,Sports
319,Women use talking to maintain personal relationships.,Phụ nữ sử dụng nói chuyện để duy trì các mối quan hệ cá nhân .,Diaries & Daily Life
320,Tom was insane.,Tom bị điên,Film Tv & Video
321,I'm already hungry,Tôi đã đói,Food & Dining
322,We captured Tom,Chúng tôi đã bắt được tom,News & Social Concern
323,We have ten head of cattle.,Chúng tôi có mười đầu gia súc .,News & Social Concern
324,I was outraged by his answer,Tôi đã bị xúc phạm bởi câu trả lời của anh ấy,News & Social Concern
325,You will live longer if you don't smoke,Bạn sẽ sống lâu hơn nếu bạn không hút thuốc,News & Social Concern
326,I have nothing to do with the scandal.,Tôi không có gì để làm với vụ bê bối .,News & Social Concern
327,I forgot I was supposed to call Tom,Tôi quên tôi phải gọi cho tom,Diaries & Daily Life
328,Stop! You're hurting him!,Dừng lại ! bạn đang làm tổn thương anh ấy !,News & Social Concern
329,I didn't even get a chance to see Tom,Tôi thậm chí không có cơ hội nhìn thấy tom,Diaries & Daily Life
330,Suzanne is two years older than me.,Suzanne lớn hơn tôi hai tuổi .,Diaries & Daily Life
331,I'd like to see Tom and Mary get along with each other.,Tôi muốn thấy tom và mary hòa hợp với nhau .,Film Tv & Video
332,They're not good.,Chúng không tốt,Sports
333,We lost our cat and Tom found it for us,Chúng tôi đã mất con mèo của chúng tôi và tom tìm thấy nó cho chúng tôi,Diaries & Daily Life
334,He said the South had good reason to protest,Ông nói miền nam có lý do chính đáng để phản đối,News & Social Concern
335,The total is approximately ten thousand dollars,Tổng cộng là khoảng mười nghìn đô la,News & Social Concern
336,What really happened out there?,Những gì thực sự xảy ra ngoài đó ?,News & Social Concern
337,No one's coming to our party tonight,Không ai đến bữa tiệc của chúng ta tối nay,Diaries & Daily Life
338,Do you want to be near Tom?,Bạn có muốn ở gần tom không ?,Diaries & Daily Life
339,The problem is that Tom doesn't want to sit next to Mary.,Vấn đề là tom không muốn ngồi cạnh mary .,Diaries & Daily Life
340,I haven't made much progress.,Tôi đã không đạt được nhiều tiến bộ .,Diaries & Daily Life
341,I only came to say I'm sorry,Tôi chỉ đến để nói rằng tôi xin lỗi,Diaries & Daily Life
342,Please call me up later,Vui lòng gọi cho tôi sau,Diaries & Daily Life
343,"In order to do that, you have to take risks.","Để làm được điều đó , bạn phải chấp nhận rủi ro .",Diaries & Daily Life
344,"If you'd told me about it earlier, I could've been free. However, tomorrow I have plans to go back home.","Nếu bạn nói với tôi về điều đó sớm hơn , tôi có thể được tự do . Tuy nhiên , ngày mai tôi có kế hoạch trở về nhà .",Diaries & Daily Life
345,My father is as busy as ever.,Bố tôi bận rộn hơn bao giờ hết .,Family
346,"When I first came back to Boston, I was a really lonely","Khi tôi mới trở lại boston , tôi thực sự rất cô đơn",Diaries & Daily Life
347,Let's not waste any more of each other's time.,Chúng ta đừng lãng phí thời gian của nhau nữa .,Diaries & Daily Life
348,Tom told me to speak more slowly.,Tom bảo tôi nói chậm hơn,Diaries & Daily Life
349,How many bus stops are there between here and where you get off?,Có bao nhiêu điểm dừng xe buýt giữa đây và nơi bạn xuống xe ?,Diaries & Daily Life
350,I'm going to say no.,Tôi sẽ nói không .,Diaries & Daily Life
351,I'm not going to let you do that.,Tôi sẽ không để bạn làm điều đó .,Diaries & Daily Life
352,"Tom ate some food, drank some beer, and then went right to sleep.","Tom ăn một ít thức ăn , uống một ít bia , rồi đi ngủ ngay .",Food & Dining
353,He put the luggage down.,Anh đặt hành lý xuống .,Travel & Adventure
354,Nobody told me you were here,Không ai nói với tôi bạn đã ở đây,Diaries & Daily Life
355,He had his head in the clouds in class,Anh ấy đã ở trên mây trong lớp,Diaries & Daily Life
356,Do you think Tom was drunk?,Bạn có nghĩ rằng tom đã say ?,Diaries & Daily Life
357,Tom woke up feeling grumpy,Tom tỉnh dậy cảm thấy gắt gỏng,Diaries & Daily Life
358,This is the longest bridge in the world.,Đây là cây cầu dài nhất thế giới,Travel & Adventure
359,Tom didn't tell me Mary's secret,Tom đã không nói với tôi bí mật của mary,Diaries & Daily Life
360,I want to study Japan's history at university,Tôi muốn học lịch sử của Nhật bản tại trường đại học,Learning & Educational
361,I can hardly imagine him going abroad.,Tôi khó có thể tưởng tượng anh ấy ra nước ngoài .,Diaries & Daily Life
362,It was an impulse buy.,Đó là một sự thúc đẩy mua,Business & Entrepreneurs
363,I had a slight accident while trekking in Nepal.,Tôi đã gặp một tai nạn nhẹ trong khi trekking ở nepal .,Travel & Adventure
364,He is a most important person.,Anh ấy là một người quan trọng nhất,Diaries & Daily Life
365,Let's have a picture taken,Hãy chụp ảnh,Diaries & Daily Life
366,I've misplaced my wallet,Tôi đã để nhầm ví của tôi,Diaries & Daily Life
367,Tom almost got hit by the ball.,Tom gần như bị bóng trúng .,Sports
368,I hate this part of the movie.,Tôi ghét phần này của bộ phim,Film Tv & Video
369,Would you dine with me?,Bạn sẽ ăn tối với tôi chứ,Food & Dining
370,Tom lowered his weapon.,Tom hạ vũ khí xuống .,News & Social Concern
371,Why did he have to wait for you for so long?,Tại sao anh ấy phải đợi bạn quá lâu ?,Diaries & Daily Life
372,I very much like working with people,Tôi rất thích làm việc với mọi người,Diaries & Daily Life
373,She put some money away for a rainy day.,Cô ấy để một ít tiền cho một ngày mưa .,Diaries & Daily Life
374,We met them at the youth hostel.,Chúng tôi đã gặp họ tại ký túc xá thanh niên .,News & Social Concern
375,Get out of my office,Ra khỏi văn phòng của tôi,Diaries & Daily Life
376,"We searched for the two boys everywhere, but neither could be found","Chúng tôi đã tìm kiếm hai cậu bé ở khắp mọi nơi , nhưng không thể tìm thấy",Diaries & Daily Life
377,We're going to Boston tomorrow,Chúng ta sẽ đến boston vào ngày mai,Sports
378,Tom is supposed to be at school.,Tom được cho là ở trường,Youth & Student Life
379,Tom has been in the hospital for a few months,Tom đã ở bệnh viện được vài tháng,News & Social Concern
380,I'm with a client.,Tôi với một khách hàng .,Diaries & Daily Life
381,Tom is one of our former clients.,Tom là một trong những khách hàng cũ của chúng tôi,News & Social Concern
382,Tom won't ever forget what happened today,Tom sẽ không bao giờ quên những gì đã xảy ra hôm nay,Diaries & Daily Life
383,It's just like Meg to act that way.,Nó giống như meg để hành động theo cách đó .,Celebrity & Pop Culture
384,Let's see how you like it,Hãy xem bạn thích nó như thế nào,Diaries & Daily Life
385,When were you there?,Khi bạn ở đó ?,Diaries & Daily Life
386,I entered Tom's name on the list of candidates,Tôi đã nhập tên của tom vào danh sách ứng cử viên,News & Social Concern
387,I exchanged some yen for dollars at the bank.,Tôi đã đổi một số yên để lấy đô la tại ngân hàng .,Diaries & Daily Life
388,Tom walked toward the entrance.,Tom đi về phía lối vào .,Diaries & Daily Life
389,I joined the study tour,Tôi đã tham gia chuyến tham quan học tập,Learning & Educational
390,I don't think that Tom was hiding.,Tôi không nghĩ rằng tom đã trốn .,Diaries & Daily Life
391,Tom saved your life,Tom cứu mạng bạn,Celebrity & Pop Culture
392,I think Tom wouldn't mind,Tôi nghĩ tom sẽ không phiền,Diaries & Daily Life
393,Tom settled back,Tom ổn định trở lại,Diaries & Daily Life
394,I want to ask Tom something.,Tôi muốn hỏi tom vài thứ,Diaries & Daily Life
395,The guests are drinking beer and wine.,Những vị khách đang uống bia và rượu .,Food & Dining
396,He often skips meetings.,Ông thường bỏ qua các cuộc họp .,News & Social Concern
397,I cannot help thinking about him,Tôi không thể không nghĩ về anh ấy,Diaries & Daily Life
398,Tom is really gullible.,Tom thực sự cả tin .,News & Social Concern
399,The rock concert was called off because the singer fell ill.,Buổi hòa nhạc rock đã bị hủy vì ca sĩ ngã bệnh .,Music
400,Have you ever had lunch at this restaurant?,Bạn đã bao giờ ăn trưa tại nhà hàng này chưa ?,Food & Dining
401,I want them to be your friends.,Tôi muốn họ là bạn của bạn,Relationships
402,They're really cool,Họ thật tuyệt,Diaries & Daily Life
403,"Weather permitting, we'll start on our trip tomorrow.","Thời tiết cho phép , chúng ta sẽ bắt đầu chuyến đi vào ngày mai .",Travel & Adventure
404,Tom lived in an interesting part of Boston.,Tom sống trong một phần thú vị của boston .,Diaries & Daily Life
405,He's had many bad experiences,Anh ấy có nhiều trải nghiệm tồi tệ,Diaries & Daily Life
406,Do you think in German?,Bạn có nghĩ bằng tiếng Đức không ?,News & Social Concern
407,They should have the right to decide for themselves,Họ nên có quyền tự quyết định,News & Social Concern
408,They cannot stop us.,Họ không thể ngăn chúng tôi .,News & Social Concern
409,He burnt his hand on the hot stove.,Anh đốt tay trên bếp nóng .,Diaries & Daily Life
410,How did you come by the money?,Làm thế nào bạn đến bằng tiền ?,Business & Entrepreneurs
411,It looked like Tom had a lot on his mind today.,Có vẻ như tom có rất nhiều trong tâm trí anh ấy ngày hôm nay .,Diaries & Daily Life
412,We have a lot more work to do before we can go home,Chúng ta còn nhiều việc phải làm trước khi về nhà,Diaries & Daily Life
413,Take the subway right here.,Đi tàu điện ngầm ngay tại đây .,Diaries & Daily Life
